,Id,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Mo Sold,Yr Sold,Sale Type,SalePrice,reno,years_of_house,BsmtRms,GrRms
1137,2821,RL,35.0,9400,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,TA,TA,CBlock,Gd,Gd,Gd,GLQ,Unf,945.0,GasA,TA,Y,SBrkr,0,980,0.0,2.0,2,0,4,0,TA,4,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,10,2006,WD ,127500,0,31,2.0,6
1138,1846,FV,24.0,2117,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,756.0,GasA,Ex,Y,SBrkr,0,1573,0.0,0.0,2,1,3,1,Gd,4,Typ,0,None,Detchd,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,None,None,9,2007,WD ,177000,0,7,0.0,8
1139,1805,FV,85.0,10625,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,353.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1158.0,GasA,Ex,Y,SBrkr,0,2443,0.0,0.0,2,1,4,1,Gd,9,Min2,1,Gd,BuiltIn,RFn,3.0,744.0,TA,TA,Y,193,127,0,0,0,0,None,None,6,2007,WD ,265000,0,3,0.0,13
1140,1853,FV,106.0,8413,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,PConc,Ex,TA,Mn,GLQ,Unf,1220.0,GasA,Ex,Y,SBrkr,0,2362,1.0,0.0,2,1,3,1,Gd,8,Typ,2,TA,Attchd,RFn,2.0,1105.0,Gd,TA,Y,147,0,36,0,144,0,None,None,6,2007,WD ,312500,0,9,1.0,12
1141,1321,RM,75.0,13500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,PosA,1Fam,2.5Unf,10,9,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Ex,Ex,BrkTil,TA,TA,No,Unf,Unf,1237.0,GasA,Gd,Y,SBrkr,0,2775,0.0,0.0,3,1,3,1,Gd,9,Typ,1,Gd,Detchd,Unf,2.0,880.0,Gd,TA,Y,105,502,0,0,0,0,None,None,7,2008,WD ,325000,1,115,0.0,14
1142,564,RL,68.0,15676,Pave,None,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,8,8,1980,1980,Gable,CompShg,VinylSd,VinylSd,BrkFace,115.0,Gd,Gd,CBlock,Gd,Gd,Gd,ALQ,Rec,2014.0,GasA,Gd,Y,SBrkr,0,2014,1.0,0.0,2,0,2,1,Gd,6,Maj1,2,Gd,Attchd,RFn,3.0,864.0,TA,TA,Y,462,0,0,255,0,0,None,MnPrv,4,2009,WD ,275000,0,29,1.0,9
1143,1771,RL,82.0,9950,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1203.0,GasA,Ex,Y,SBrkr,0,2520,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3.0,721.0,TA,TA,Y,224,114,0,0,0,0,None,None,6,2007,WD ,290000,0,12,0.0,13
1144,90,RL,39.0,15410,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRNe,Norm,1Fam,1Story,6,6,1974,2002,Hip,CompShg,Plywood,Plywood,BrkCmn,250.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,GLQ,1208.0,GasA,Ex,Y,SBrkr,0,1494,1.0,0.0,2,0,3,1,TA,7,Typ,2,Fa,Attchd,Fin,2.0,461.0,TA,TA,Y,296,0,186,0,0,0,None,GdPrv,4,2010,WD ,169000,1,36,1.0,10
1145,2684,RM,50.0,6000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,616.0,GasA,Gd,Y,SBrkr,0,616,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,1.0,205.0,TA,TA,Y,0,0,129,0,0,0,None,None,6,2006,WD ,89000,1,85,0.0,6
1146,13,RL,63.0,8402,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,789.0,GasA,Gd,Y,SBrkr,0,1465,0.0,0.0,2,1,3,1,TA,7,Typ,1,Gd,Attchd,Fin,2.0,393.0,TA,TA,Y,0,75,0,0,0,0,None,None,5,2010,WD ,180400,0,12,0.0,11
1147,445,RL,85.0,10655,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,296.0,Gd,TA,PConc,Gd,TA,No,GLQ,None,3206.0,GasA,Ex,Y,SBrkr,0,1629,1.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,880.0,TA,TA,Y,0,0,0,0,0,0,None,None,10,2009,WD ,284000,1,6,1.0,10
1148,1914,RL,70.0,10150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,912.0,GasA,Ex,Y,FuseA,0,912,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,RFn,1.0,275.0,TA,TA,Y,0,0,0,0,0,0,None,None,7,2007,COD,114500,0,49,0.0,7
1149,2811,RL,84.0,10084,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1552.0,GasA,Ex,Y,SBrkr,0,1552,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,3.0,782.0,TA,TA,Y,144,20,0,0,0,0,None,None,7,2006,New,212900,1,1,0.0,10
1150,850,RL,67.0,16285,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1413.0,GasA,Ex,Y,SBrkr,0,1430,0.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,605.0,TA,TA,Y,0,33,0,0,0,0,None,None,6,2009,WD ,187100,1,8,0.0,9
1151,1844,FV,34.0,3230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,1129.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,729.0,GasA,Gd,Y,SBrkr,0,1458,0.0,0.0,2,1,2,1,TA,5,Typ,1,Fa,Detchd,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,None,None,6,2007,WD ,176000,0,8,0.0,9
1152,2225,RL,68.0,21579,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,HdBoard,BrkFace,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,Unf,1488.0,GasA,Ex,Y,SBrkr,0,1488,0.0,1.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,RFn,2.0,552.0,TA,TA,Y,0,0,216,0,0,0,None,None,9,2007,CWD,215000,0,39,1.0,10
1153,1477,RL,64.0,8320,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,770.0,GasA,Ex,Y,SBrkr,0,1582,0.0,0.0,2,1,3,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,520.0,TA,TA,Y,0,45,0,0,0,0,None,None,9,2008,WD ,185900,0,4,0.0,10
1154,399,RL,60.0,6960,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,864.0,GasA,TA,Y,SBrkr,0,864,0.0,0.0,1,0,3,1,Gd,5,Typ,0,None,Detchd,Unf,2.0,660.0,TA,TA,Y,96,0,0,0,0,0,None,None,11,2009,WD ,120000,0,39,0.0,7
1155,2431,RL,60.0,21930,Pave,None,IR3,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,Unf,Unf,732.0,GasA,Ex,Y,SBrkr,0,1838,0.0,0.0,2,1,4,1,TA,7,Typ,1,Gd,BuiltIn,Fin,2.0,372.0,TA,TA,Y,100,40,0,0,0,0,None,None,7,2006,WD ,192140,0,1,0.0,11
1156,1605,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,Unf,816.0,GasA,Ex,Y,SBrkr,0,816,0.0,1.0,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,10,2008,WD ,130500,1,26,1.0,7
1157,897,RL,50.0,8405,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,3,1945,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,Slab,None,None,None,None,None,0.0,Wall,TA,N,FuseF,0,1529,0.0,0.0,2,0,4,1,TA,9,Mod,0,None,Detchd,Unf,1.0,240.0,TA,TA,N,92,0,185,0,0,0,None,None,4,2009,WD ,98000,1,64,0.0,12
1158,1426,RL,91.0,11778,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,554.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,2271.0,GasA,Ex,Y,SBrkr,0,2276,1.0,0.0,2,0,3,1,Ex,7,Typ,2,Gd,Attchd,RFn,3.0,1348.0,Gd,TA,Y,0,0,70,0,255,0,None,None,6,2008,WD ,475000,0,0,1.0,10
1159,2240,RM,60.0,8967,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,2,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Fa,BrkTil,Fa,Po,No,Unf,Unf,961.0,GasA,Gd,Y,Mix,0,1077,0.0,0.0,1,0,2,1,TA,6,Maj2,0,None,Detchd,Unf,1.0,338.0,Po,Po,N,0,0,0,0,0,0,None,None,11,2007,WD ,67000,1,87,0.0,8
1160,1706,RL,86.0,10562,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,300.0,Gd,TA,PConc,Ex,TA,No,GLQ,Unf,1582.0,GasA,Ex,Y,SBrkr,0,2161,1.0,0.0,1,1,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,789.0,TA,TA,Y,178,120,0,0,0,0,None,None,11,2007,New,325624,0,0,1.0,11
1161,2252,RL,44.0,12864,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1409.0,GasA,Ex,Y,SBrkr,0,1409,1.0,0.0,1,1,1,1,Gd,4,Typ,1,Gd,Attchd,RFn,2.0,576.0,TA,TA,Y,0,144,0,0,145,0,None,None,7,2007,WD ,245000,0,5,1.0,7
1162,1136,RL,66.0,13695,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,GLQ,Unf,1114.0,GasA,Ex,Y,SBrkr,0,1114,1.0,0.0,1,1,3,1,Gd,6,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,0,102,0,0,0,0,None,None,6,2008,WD ,159000,0,4,1.0,9
1163,1877,RL,79.0,10289,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,1073.0,GasA,TA,Y,SBrkr,0,1073,1.0,0.0,1,1,3,1,TA,6,Typ,0,None,Attchd,RFn,2.0,515.0,TA,TA,Y,0,0,0,0,0,0,None,None,6,2007,WD ,156000,0,42,1.0,9
1164,424,RL,105.0,15431,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,200.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,3094.0,GasA,Ex,Y,SBrkr,0,2402,1.0,0.0,2,0,2,1,Ex,10,Typ,2,Gd,Attchd,Fin,3.0,672.0,TA,TA,Y,0,72,0,0,170,0,None,None,4,2009,WD ,555000,0,1,1.0,13
1165,1182,RL,68.0,11120,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1984,1984,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,Unf,1232.0,GasA,TA,Y,SBrkr,0,1232,0.0,0.0,2,0,3,1,TA,6,Typ,0,None,Attchd,Unf,2.0,516.0,TA,TA,Y,0,0,0,0,0,0,None,None,6,2008,WD ,162500,0,24,0.0,9
1166,2750,RL,73.0,9069,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,Gd,PConc,Gd,TA,Av,LwQ,GLQ,1344.0,GasA,Gd,Y,SBrkr,0,1440,2.0,0.0,2,0,2,2,Gd,8,Typ,0,None,Attchd,Unf,4.0,920.0,TA,TA,Y,288,0,0,0,0,0,None,None,4,2006,WD ,224500,0,13,2.0,12
1167,1016,RL,68.0,47280,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,5,1950,1950,Hip,CompShg,AsbShng,AsbShng,BrkFace,44.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1488.0,GasA,Gd,Y,SBrkr,0,1488,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,RFn,2.0,738.0,TA,TA,Y,0,0,180,0,0,0,None,None,7,2008,WD ,133000,0,58,0.0,10
1168,2436,RL,63.0,7875,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,783.0,GasA,Ex,Y,SBrkr,0,1509,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,393.0,TA,TA,Y,0,75,0,0,0,0,None,None,7,2006,WD ,180000,0,3,0.0,12
1169,1607,RL,60.0,6600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1982,2005,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,Unf,845.0,GasA,Gd,Y,SBrkr,0,845,0.0,0.0,1,0,3,1,Gd,6,Typ,0,None,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,None,None,7,2008,WD ,134500,1,26,0.0,8
1170,2337,RL,66.0,13682,Pave,None,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1410.0,GasA,Ex,Y,SBrkr,0,2945,0.0,0.0,3,1,3,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3.0,641.0,TA,TA,Y,192,0,37,0,0,0,None,None,10,2006,New,438780,0,0,0.0,15
1171,1233,RL,101.0,9150,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1962,1962,Gable,Tar&Grv,Plywood,Plywood,BrkFace,305.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1099.0,GasA,Gd,Y,SBrkr,0,1431,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Basment,RFn,1.0,296.0,TA,TA,Y,64,110,0,0,0,0,None,None,12,2008,WD ,165000,0,46,1.0,8
1172,419,RL,65.0,7150,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,892.0,GasA,TA,Y,SBrkr,0,892,0.0,0.0,1,0,3,1,TA,5,Typ,0,None,Attchd,RFn,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,7,2009,WD ,100000,0,42,0.0,7
1173,633,RL,68.0,12285,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1960,1960,Gable,CompShg,Plywood,Plywood,BrkFace,128.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1329.0,GasA,Gd,Y,SBrkr,0,1329,0.0,0.0,1,1,3,1,TA,5,Typ,2,Gd,Attchd,Unf,2.0,441.0,TA,TA,Y,0,0,203,0,0,0,None,None,8,2009,WD ,176000,0,49,0.0,8
1174,2722,RL,102.0,17920,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,Rec,1763.0,GasA,TA,Y,SBrkr,0,1779,1.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,Unf,2.0,454.0,TA,TA,Y,0,418,0,0,312,0,None,None,7,2006,WD ,170000,1,51,1.0,9
1175,469,RL,53.0,3684,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1373.0,GasA,Ex,Y,SBrkr,0,1555,0.0,0.0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,Fin,3.0,660.0,TA,TA,Y,143,20,0,0,0,0,None,None,6,2009,WD ,174000,0,2,0.0,10
1176,1365,RM,62.0,7006,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,Unf,768.0,GasA,TA,Y,SBrkr,0,1236,1.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,8,2008,WD ,127000,1,83,1.0,9
1177,1098,RL,77.0,8390,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,831.0,GasA,Ex,Y,SBrkr,0,1651,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,450.0,TA,TA,Y,0,103,0,0,0,0,None,None,5,2008,WD ,185900,0,9,0.0,11
1178,711,RM,50.0,5784,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,190.0,GasA,Gd,Y,FuseA,0,886,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Attchd,Unf,1.0,273.0,TA,TA,Y,144,20,80,0,0,0,None,None,12,2009,WD ,91300,1,71,0.0,6
1179,2808,RL,70.0,9135,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1682.0,GasA,Ex,Y,SBrkr,0,1700,1.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,2.0,544.0,TA,TA,Y,192,23,0,0,0,0,None,None,5,2006,WD ,200000,0,3,1.0,10
1180,1959,RL,78.0,10496,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,1040.0,GasA,Ex,Y,SBrkr,0,1846,0.0,0.0,2,0,3,1,TA,7,Typ,1,Gd,Attchd,Unf,1.0,315.0,TA,TA,Y,0,0,0,0,0,0,None,GdWo,1,2007,WD ,143000,1,58,0.0,10
1181,2720,RL,68.0,13650,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,BLQ,1052.0,GasA,Ex,Y,SBrkr,0,1920,1.0,0.0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,Unf,2.0,451.0,TA,TA,Y,0,0,0,0,0,0,None,None,7,2006,WD ,172500,0,48,1.0,11
1182,2170,RL,67.0,8308,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1963,1963,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,TA,Gd,CBlock,TA,TA,No,BLQ,LwQ,1088.0,GasA,TA,Y,SBrkr,0,1088,0.0,0.0,1,0,2,1,TA,4,Typ,0,None,Detchd,Unf,2.0,520.0,TA,TA,P,0,0,0,0,0,0,None,None,6,2007,COD,110000,0,44,0.0,6
1183,603,RL,68.0,9450,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,160.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,1040.0,GasA,TA,Y,SBrkr,0,1362,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,3.0,768.0,TA,TA,Y,0,0,84,0,0,0,None,MnPrv,5,2009,WD ,140000,0,52,1.0,8
1184,2113,RL,78.0,9317,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1314.0,GasA,Gd,Y,SBrkr,0,1314,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,440.0,TA,TA,Y,0,22,0,0,0,0,None,None,3,2007,WD ,176432,0,1,0.0,9
1185,1146,RL,68.0,7153,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,Unf,1278.0,GasA,Gd,Y,SBrkr,0,1294,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,496.0,TA,TA,Y,112,51,0,0,0,0,None,GdWo,6,2008,WD ,179200,0,17,1.0,9
1186,2105,RL,68.0,8814,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1274.0,GasA,Ex,Y,SBrkr,0,1274,1.0,0.0,2,0,3,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,508.0,TA,TA,Y,264,98,0,0,0,0,None,None,1,2007,New,203000,1,2,1.0,9
1187,1786,RL,83.0,9849,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1689.0,GasA,Ex,Y,SBrkr,0,1689,0.0,0.0,2,0,3,1,Gd,7,Typ,0,None,Attchd,RFn,3.0,954.0,TA,TA,Y,0,56,0,0,0,0,None,None,6,2007,New,248328,0,0,0.0,10
1188,961,RL,79.0,14463,Pave,None,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,1641.0,GasA,Ex,Y,SBrkr,0,1641,1.0,0.0,2,0,3,1,Ex,7,Typ,0,None,Attchd,Fin,3.0,885.0,TA,TA,Y,0,95,0,0,0,0,None,None,1,2009,WD ,316500,0,1,1.0,10
